x,y
496.00000,7.70000
4.00000,9.10000
140.00000,8.90000
2.00000,8.20000
77.00000,9.30000
350.00000,8.50000
530.00000,6.90000
272.00000,8.70000
1053.00000,5.90000
883.00000,5.60000
1008.00000,6.10000
567.00000,6.40000
242.00000,7.70000
977.00000,6.50000
17.00000,8.00000
128.00000,8.90000
440.00000,6.90000
1125.00000,4.80000
438.00000,7.60000
3.00000,8.20000
37.00000,7.80000
712.00000,6.80000
155.00000,9.30000
7.00000,8.60000
91.00000,9.60000
75.00000,8.70000
839.00000,4.90000
270.00000,9.40000
505.00000,7.30000
487.00000,6.70000
374.00000,7.80000
112.00000,10.30000
231.00000,8.50000
585.00000,7.40000
705.00000,6.90000
27.00000,8.50000
4.00000,8.30000
282.00000,8.60000
805.00000,5.60000
46.00000,9.60000
973.00000,6.20000
92.00000,9.60000
754.00000,6.60000
417.00000,7.80000
850.00000,6.90000
443.00000,9.20000
776.00000,6.50000
102.00000,9.50000
520.00000,7.70000
436.00000,8.10000
747.00000,6.70000
5.00000,8.70000
119.00000,8.90000
300.00000,7.50000
344.50000,8.10000
7.00000,7.90000
9.00000,8.20000
365.00000,7.80000
356.00000,7.50000
138.00000,9.10000
141.00000,8.80000
758.00000,7.20000
818.00000,6.10000
44.00000,10.80000
284.00000,8.90000
185.00000,9.30000
98.00000,8.60000
341.00000,9.40000
22.00000,9.40000
157.00000,8.90000
92.00000,9.30000
26.00000,8.40000
22.00000,9.00000
161.00000,8.60000
5.00000,8.10000
17.00000,8.60000
444.00000,7.90000
58.00000,9.40000
11.00000,8.90000
76.00000,8.70000
419.00000,7.80000
96.00000,10.20000
186.00000,8.90000
547.00000,6.80000
450.00000,6.90000
77.00000,8.00000
313.00000,7.70000
621.00000,7.50000
42.00000,8.40000
405.00000,8.00000
273.00000,9.70000
63.00000,8.30000
515.00000,8.10000
528.00000,7.80000
515.00000,9.10000
62.00000,9.20000
81.00000,7.90000
111.00000,9.80000
500.00000,7.20000
26.00000,8.40000
38.00000,8.50000
125.00000,10.10000
64.00000,8.00000
26.00000,9.00000
425.00000,8.00000
11.00000,9.00000
627.00000,6.70000
314.00000,8.80000
280.00000,8.80000
490.00000,7.70000
806.00000,6.10000
276.00000,9.10000
110.00000,10.30000
150.00000,8.60000
95.00000,9.10000
409.00000,8.00000
435.00000,7.60000
246.00000,9.10000
386.00000,7.50000
24.00000,8.40000
81.00000,8.70000
40.00000,7.90000
123.00000,8.80000
1640.00000,3.40000
109.00000,9.60000
366.00000,8.20000
470.00000,8.00000
690.00000,6.20000
131.00000,9.70000
287.00000,10.00000
116.00000,9.80000
444.00000,8.30000
4.00000,8.40000
87.00000,9.00000
747.00000,6.80000
588.00000,7.30000
692.00000,6.00000
320.00000,8.90000
193.00000,10.40000
333.00000,7.20000
135.00000,9.20000
795.00000,6.20000
5.00000,8.50000
155.00000,9.20000
155.00000,8.60000
609.00000,5.30000
43.00000,8.00000
170.00000,9.20000
993.00000,5.60000
937.00000,4.40000
635.00000,7.40000
616.00000,7.20000
265.00000,8.20000
504.00000,6.20000
365.00000,8.60000
444.00000,7.70000
792.00000,6.80000
59.00000,8.40000
21.00000,8.50000
186.00000,8.50000
611.00000,6.20000
360.00000,8.00000
77.00000,8.40000
365.00000,7.40000
147.00000,8.80000
87.00000,8.90000
734.00000,6.80000
350.00000,8.30000
286.00000,10.10000
311.00000,9.50000
401.00000,8.70000
837.00000,7.40000
46.00000,8.10000
61.00000,8.80000
396.00000,8.40000
870.00000,5.70000
846.00000,5.60000
781.00000,6.20000
640.00000,7.20000
80.00000,8.70000
9.00000,8.60000
700.00000,7.10000
144.00000,9.90000
265.00000,9.10000
490.00000,8.70000
50.00000,8.50000
571.00000,7.90000
471.00000,8.00000
291.00000,8.20000
240.00000,8.20000
51.00000,8.80000
223.00000,10.10000
176.00000,8.40000
380.00000,8.10000
940.00000,5.60000
70.00000,8.10000
921.00000,4.80000
438.00000,7.40000
470.00000,7.50000
146.00000,9.60000
553.00000,7.80000
440.00000,8.70000
219.00000,9.60000
422.00000,8.10000
1832.00000,2.10000
140.00000,9.10000
3.00000,8.30000
142.00000,9.80000
740.00000,7.20000
580.00000,6.40000
681.00000,5.90000
105.00000,8.70000
133.00000,8.70000
464.00000,7.50000
291.00000,9.40000
1.00000,8.40000
268.00000,9.10000
877.00000,4.30000
2960.00000,-4.80000
615.00000,6.20000
