residuals,dependent_var
0.03883,15.00000
-0.03612,10.00000
0.07413,9.00000
0.09888,10.00000
-0.00248,6.00000
-0.12038,11.00000
-0.04035,4.00000
0.03475,20.00000
-0.04699,16.00000
-0.05348,12.00000
-0.00112,10.00000
0.14888,10.00000
-0.03805,7.00000
0.13152,12.00000
0.05962,11.00000
-0.05538,11.00000
0.10739,8.00000
-0.00748,6.00000
-0.00199,16.00000
0.06527,3.00000
-0.03305,7.00000
0.02195,7.00000
-0.14748,6.00000
-0.20587,9.00000
0.00413,9.00000
0.00695,7.00000
0.07739,8.00000
0.08888,10.00000
0.13413,9.00000
-0.14261,8.00000
-0.11038,11.00000
0.00962,11.00000
0.00739,8.00000
-0.03454,14.00000
0.10152,12.00000
0.13152,12.00000
-0.03535,4.00000
-0.03248,6.00000
0.03888,10.00000
-0.03612,10.00000
-0.06360,18.00000
0.01388,10.00000
0.01388,10.00000
0.00752,6.00000
0.07388,10.00000
0.04640,18.00000
-0.16112,10.00000
0.16739,8.00000
-0.04142,13.00000
-0.17761,8.00000
0.04546,14.00000
-0.01587,9.00000
-0.02112,10.00000
-0.05087,9.00000
-0.06761,8.00000
0.10413,9.00000
-0.00087,9.00000
-0.10805,7.00000
-0.17612,10.00000
0.08752,6.00000
0.03739,8.00000
0.05913,9.00000
-0.04112,10.00000
-0.08587,9.00000
-0.12087,9.00000
-0.00087,9.00000
-0.01748,6.00000
0.08411,24.00000
-0.18248,6.00000
0.08888,10.00000
0.08739,8.00000
-0.09761,8.00000
0.09239,8.00000
0.11546,14.00000
-0.08087,9.00000
0.09739,8.00000
-0.10087,9.00000
0.06388,10.00000
0.01975,20.00000
-0.03642,13.00000
0.00239,8.00000
-0.05305,7.00000
0.08239,8.00000
0.01462,11.00000
0.18413,9.00000
0.09888,10.00000
-0.06348,12.00000
0.09546,14.00000
0.08413,9.00000
0.08413,9.00000
0.04388,10.00000
-0.05142,13.00000
0.01625,22.00000
0.02239,8.00000
-0.11538,11.00000
-0.06805,7.00000
-0.05570,23.00000
0.07888,10.00000
0.06413,9.00000
