x,y
9.00000,0.61500
10.00000,0.67000
6.00000,0.35000
11.00000,0.46500
4.00000,0.16000
20.00000,0.65000
16.00000,0.54500
12.00000,0.53500
10.00000,0.57000
10.00000,0.72000
7.00000,0.39000
12.00000,0.72000
11.00000,0.64500
11.00000,0.53000
8.00000,0.60000
6.00000,0.34500
16.00000,0.59000
3.00000,0.20500
7.00000,0.39500
7.00000,0.45000
6.00000,0.20500
9.00000,0.33500
9.00000,0.54500
7.00000,0.43500
8.00000,0.57000
10.00000,0.66000
9.00000,0.67500
8.00000,0.35000
11.00000,0.47500
11.00000,0.59500
8.00000,0.50000
14.00000,0.55000
12.00000,0.69000
12.00000,0.72000
4.00000,0.16500
6.00000,0.32000
10.00000,0.61000
10.00000,0.53500
18.00000,0.54500
10.00000,0.58500
10.00000,0.58500
6.00000,0.36000
10.00000,0.64500
18.00000,0.65500
10.00000,0.41000
8.00000,0.66000
13.00000,0.54500
8.00000,0.31500
14.00000,0.63000
9.00000,0.52500
10.00000,0.55000
9.00000,0.49000
8.00000,0.42500
9.00000,0.64500
9.00000,0.54000
7.00000,0.32000
10.00000,0.39500
6.00000,0.44000
8.00000,0.53000
9.00000,0.60000
10.00000,0.53000
9.00000,0.45500
9.00000,0.42000
9.00000,0.54000
6.00000,0.33500
24.00000,0.69000
6.00000,0.17000
10.00000,0.66000
8.00000,0.58000
8.00000,0.39500
8.00000,0.58500
14.00000,0.70000
9.00000,0.46000
8.00000,0.59000
9.00000,0.44000
10.00000,0.63500
20.00000,0.63500
13.00000,0.55000
8.00000,0.49500
7.00000,0.37500
8.00000,0.57500
11.00000,0.60000
9.00000,0.72500
10.00000,0.67000
12.00000,0.52500
14.00000,0.68000
9.00000,0.62500
9.00000,0.62500
10.00000,0.61500
13.00000,0.53500
22.00000,0.62500
8.00000,0.51500
11.00000,0.47000
7.00000,0.36000
23.00000,0.55000
10.00000,0.65000
9.00000,0.60500
