residuals,dependent_var
-0.53346,80.00000
0.07612,71.00000
0.13640,83.00000
0.03341,56.00000
-0.07687,79.00000
0.40649,78.00000
0.22189,84.00000
-0.14831,58.00000
-0.06360,83.00000
0.21508,43.00000
0.14321,60.00000
0.48140,75.00000
-0.21980,81.00000
0.20568,46.00000
-0.08419,90.00000
-0.12732,46.00000
0.27069,74.00000
