x,y
0.34000,7.00000
0.58000,9.00000
0.37000,7.00000
0.38500,7.00000
0.49500,9.00000
0.41500,8.00000
0.62500,12.00000
0.41500,10.00000
0.64500,14.00000
0.51500,12.00000
0.58000,11.00000
0.34500,6.00000
0.59000,10.00000
0.53500,8.00000
0.60000,10.00000
0.45000,7.00000
0.66000,10.00000
0.62000,10.00000
0.50000,8.00000
0.64000,9.00000
0.57000,10.00000
0.37500,6.00000
0.51500,10.00000
0.61500,11.00000
0.63500,16.00000
0.54500,8.00000
0.66000,19.00000
0.63000,9.00000
0.36000,8.00000
0.60500,13.00000
0.50000,9.00000
0.50500,8.00000
0.65000,15.00000
0.50000,7.00000
0.50000,11.00000
0.54000,9.00000
0.21000,5.00000
0.46500,7.00000
0.60000,11.00000
0.50000,9.00000
0.47500,11.00000
0.54000,9.00000
0.65000,10.00000
0.55000,10.00000
0.66500,27.00000
0.51500,8.00000
0.62500,12.00000
0.45500,8.00000
0.63500,16.00000
0.60000,11.00000
0.41500,7.00000
0.38500,8.00000
0.51500,10.00000
0.57000,18.00000
0.54500,9.00000
0.38000,8.00000
0.57000,9.00000
0.45500,13.00000
0.32500,8.00000
0.64000,10.00000
0.58000,8.00000
0.50500,10.00000
0.46500,7.00000
0.20000,4.00000
0.49000,13.00000
0.68500,10.00000
0.70500,10.00000
0.60000,8.00000
0.53000,20.00000
0.60500,9.00000
0.62000,11.00000
0.56000,10.00000
0.50500,8.00000
0.46000,6.00000
0.65500,9.00000
0.46000,11.00000
0.41500,7.00000
0.52500,8.00000
0.49000,11.00000
0.47000,9.00000
0.49000,13.00000
0.27500,5.00000
0.30000,6.00000
0.47000,8.00000
0.42500,7.00000
0.66500,10.00000
0.60000,8.00000
0.35000,12.00000
0.37000,8.00000
0.46500,8.00000
0.42500,7.00000
0.61000,12.00000
0.47500,10.00000
0.56000,8.00000
0.64000,9.00000
0.30000,8.00000
0.52500,13.00000
0.36500,7.00000
0.17500,5.00000
0.33500,8.00000
0.62000,17.00000
0.53000,9.00000
0.48500,13.00000
0.48500,8.00000
0.48000,15.00000
0.41000,8.00000
0.52000,16.00000
0.49500,11.00000
0.67500,11.00000
0.47500,9.00000
0.32500,7.00000
0.48500,7.00000
0.16000,5.00000
0.61000,15.00000
0.42500,6.00000
0.68000,13.00000
0.57500,10.00000
0.53000,9.00000
0.60500,10.00000
0.51000,8.00000
0.48000,10.00000
0.58500,11.00000
0.46500,10.00000
0.46500,8.00000
0.63000,10.00000
0.63000,9.00000
0.49000,11.00000
0.64000,9.00000
0.74000,13.00000
0.57000,9.00000
0.57500,10.00000
0.65500,12.00000
0.54000,12.00000
0.37500,6.00000
0.34500,7.00000
0.44000,7.00000
0.59500,10.00000
0.62000,9.00000
0.62000,13.00000
0.44000,5.00000
0.50500,9.00000
0.63000,8.00000
0.66000,12.00000
0.55500,11.00000
0.17000,4.00000
0.56000,8.00000
0.63000,12.00000
0.53500,8.00000
0.29000,8.00000
0.63000,8.00000
0.67500,11.00000
0.40500,7.00000
0.64000,16.00000
0.60000,10.00000
0.66000,18.00000
0.46000,7.00000
0.58500,11.00000
0.64500,9.00000
0.29500,8.00000
0.41500,13.00000
0.51500,9.00000
0.71000,11.00000
0.65500,10.00000
0.38000,6.00000
0.60500,14.00000
0.57000,8.00000
0.35000,7.00000
0.64000,17.00000
0.52500,11.00000
0.52000,11.00000
0.47000,9.00000
0.37500,8.00000
0.49000,14.00000
0.47500,10.00000
0.50500,11.00000
0.36500,9.00000
0.58000,9.00000
0.45500,8.00000
0.69500,10.00000
0.61500,8.00000
0.58500,8.00000
0.59000,13.00000
0.60500,10.00000
0.67000,9.00000
0.55000,10.00000
0.35000,13.00000
0.55500,17.00000
0.63500,8.00000
0.63000,12.00000
0.35500,8.00000
0.40500,7.00000
0.55500,11.00000
0.41000,5.00000
0.53500,7.00000
0.58000,8.00000
0.61500,11.00000
0.43500,12.00000
0.62500,13.00000
0.34500,10.00000
0.40500,8.00000
0.68000,12.00000
0.58500,9.00000
0.61000,9.00000
0.59500,10.00000
0.51500,8.00000
0.46500,6.00000
0.45500,13.00000
0.62500,9.00000
0.49000,9.00000
0.51500,9.00000
0.25500,4.00000
0.72500,10.00000
0.30500,5.00000
0.44500,8.00000
0.71000,18.00000
0.44000,11.00000
0.42500,7.00000
0.62000,9.00000
0.62000,11.00000
0.56500,9.00000
0.38000,6.00000
0.19500,4.00000
0.37500,7.00000
0.55000,8.00000
0.65500,17.00000
0.61000,10.00000
0.42000,7.00000
0.33500,6.00000
0.51000,6.00000
0.27000,6.00000
0.51500,8.00000
0.59500,10.00000
0.65000,12.00000
0.69500,12.00000
0.44000,8.00000
0.46000,8.00000
0.47000,10.00000
0.50000,8.00000
0.37500,6.00000
0.52500,9.00000
0.57500,10.00000
0.54500,10.00000
0.30000,6.00000
0.50000,15.00000
0.56000,7.00000
0.59500,10.00000
0.18500,5.00000
0.64000,22.00000
0.57000,14.00000
0.57500,17.00000
0.57000,12.00000
0.52000,11.00000
0.34500,10.00000
0.27500,6.00000
0.65000,12.00000
0.65500,13.00000
0.38500,10.00000
0.75000,12.00000
0.42000,9.00000
0.52500,10.00000
0.37000,8.00000
0.52500,11.00000
0.60500,10.00000
0.37000,8.00000
0.40000,6.00000
0.51500,10.00000
0.37000,6.00000
0.50500,7.00000
0.27500,6.00000
0.59500,10.00000
0.49000,23.00000
0.64000,9.00000
0.69000,11.00000
0.64000,11.00000
0.53500,13.00000
0.54500,7.00000
0.62500,15.00000
0.53500,10.00000
0.61500,9.00000
0.67000,10.00000
0.35000,6.00000
0.46500,11.00000
0.16000,4.00000
0.65000,20.00000
0.54500,16.00000
0.53500,12.00000
0.57000,10.00000
0.72000,10.00000
0.39000,7.00000
0.72000,12.00000
0.64500,11.00000
0.53000,11.00000
0.60000,8.00000
0.34500,6.00000
0.59000,16.00000
0.20500,3.00000
0.39500,7.00000
0.45000,7.00000
0.20500,6.00000
0.33500,9.00000
0.54500,9.00000
0.43500,7.00000
0.57000,8.00000
0.66000,10.00000
0.67500,9.00000
0.35000,8.00000
0.47500,11.00000
0.59500,11.00000
0.50000,8.00000
0.55000,14.00000
0.69000,12.00000
0.72000,12.00000
0.16500,4.00000
0.32000,6.00000
0.61000,10.00000
0.53500,10.00000
0.54500,18.00000
0.58500,10.00000
0.58500,10.00000
0.36000,6.00000
0.64500,10.00000
0.65500,18.00000
0.41000,10.00000
0.66000,8.00000
0.54500,13.00000
0.31500,8.00000
0.63000,14.00000
0.52500,9.00000
0.55000,10.00000
0.49000,9.00000
0.42500,8.00000
0.64500,9.00000
0.54000,9.00000
0.32000,7.00000
0.39500,10.00000
0.44000,6.00000
0.53000,8.00000
0.60000,9.00000
0.53000,10.00000
0.45500,9.00000
0.42000,9.00000
0.54000,9.00000
0.33500,6.00000
0.69000,24.00000
0.17000,6.00000
0.66000,10.00000
0.58000,8.00000
0.39500,8.00000
0.58500,8.00000
0.70000,14.00000
0.46000,9.00000
0.59000,8.00000
0.44000,9.00000
0.63500,10.00000
0.63500,20.00000
0.55000,13.00000
0.49500,8.00000
0.37500,7.00000
0.57500,8.00000
0.60000,11.00000
0.72500,9.00000
0.67000,10.00000
0.52500,12.00000
0.68000,14.00000
0.62500,9.00000
0.62500,9.00000
0.61500,10.00000
0.53500,13.00000
0.62500,22.00000
0.51500,8.00000
0.47000,11.00000
0.36000,7.00000
0.55000,23.00000
0.65000,10.00000
0.60500,9.00000
