x,y
4.40000,937.00000
7.40000,635.00000
7.20000,616.00000
8.20000,265.00000
6.20000,504.00000
8.60000,365.00000
7.70000,444.00000
6.80000,792.00000
8.40000,59.00000
8.50000,21.00000
8.50000,186.00000
6.20000,611.00000
8.00000,360.00000
8.40000,77.00000
7.40000,365.00000
8.80000,147.00000
8.90000,87.00000
6.80000,734.00000
8.30000,350.00000
10.10000,286.00000
9.50000,311.00000
8.70000,401.00000
7.40000,837.00000
8.10000,46.00000
8.80000,61.00000
8.40000,396.00000
5.70000,870.00000
5.60000,846.00000
6.20000,781.00000
7.20000,640.00000
8.70000,80.00000
8.60000,9.00000
7.10000,700.00000
9.90000,144.00000
9.10000,265.00000
8.70000,490.00000
8.50000,50.00000
7.90000,571.00000
8.00000,471.00000
8.20000,291.00000
8.20000,240.00000
8.80000,51.00000
10.10000,223.00000
8.40000,176.00000
8.10000,380.00000
5.60000,940.00000
8.10000,70.00000
4.80000,921.00000
7.40000,438.00000
7.50000,470.00000
9.60000,146.00000
7.80000,553.00000
8.70000,440.00000
9.60000,219.00000
8.10000,422.00000
2.10000,1832.00000
9.10000,140.00000
8.30000,3.00000
9.80000,142.00000
7.20000,740.00000
6.40000,580.00000
5.90000,681.00000
8.70000,105.00000
8.70000,133.00000
7.50000,464.00000
9.40000,291.00000
8.40000,1.00000
9.10000,268.00000
4.30000,877.00000
-4.80000,2960.00000
6.20000,615.00000
